epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_f1,lr
1,0.42826532238276205,0.7807423277021138,0.3715978134717889,0.4048350508566256,0.818770708093048,0.3835319539432637,0.001
2,0.3942950396755031,0.8185016548336511,0.48260362991353833,0.35304109741140294,0.8563437782115233,0.552439355434946,0.000996057350657239
3,0.3679009667623823,0.8456369503984338,0.5315564880363544,0.3532498447983353,0.860948741390529,0.5615505941514347,0.0009842915805643156
4,0.35712770218047024,0.8537300097108211,0.5455620938149452,0.3515624193129716,0.8589171605116703,0.5555081335210905,0.0009648882429441258
5,0.34815336886410403,0.8610018639021456,0.5599842324190443,0.3483867874851933,0.8667623566810573,0.5497858286764796,0.0009381533400219318
6,0.3396671881185514,0.8663833857494584,0.5774981432804174,0.3299328643966604,0.8716442164683688,0.6041516893027297,0.0009045084971874737
7,0.3306764337086232,0.8742474985610436,0.6001816905995224,0.35260838678589573,0.8767439882640321,0.5548797806083837,0.0008644843137107057
8,0.3199730553289997,0.8825669844747208,0.6127444455204769,0.3187537745193199,0.8831212318147325,0.6022468236329301,0.0008187119948743448
9,0.3106691371127267,0.8881860418303512,0.6288045751743456,0.3161086467681108,0.8832448311682866,0.5991068652456734,0.0007679133974894982
10,0.30407768753922987,0.8926837737860929,0.6416373199485605,0.31226901555502856,0.8875411279818699,0.5994150369909252,0.0007128896457825362
11,0.2974233555250636,0.897122359224543,0.6505741412756282,0.31111006825058546,0.8872876342305689,0.6316793808604623,0.0006545084971874736
12,0.2940500903700557,0.8988729300483085,0.6541274208020847,0.310000565316942,0.8903729566301386,0.6373131434632234,0.0005936906572928624
13,0.2869048669098694,0.9040863863844629,0.6677579775998648,0.3078934896875311,0.8909447346214036,0.6634404902641126,0.0005313952597646568
14,0.28500748396476855,0.9053487870909844,0.6712576327498465,0.31766937336436024,0.8896946609367558,0.6103450536684847,0.00046860474023534336
15,0.27971731601195915,0.9075579186090492,0.677590718245642,0.31603987526010585,0.8885756547191977,0.6282773903579664,0.0004063093427071377
16,0.27547200587447557,0.91068428526111,0.6833800918163642,0.30689726538128326,0.8928872063409632,0.6564854821088744,0.00034549150281252644
17,0.2689646048662819,0.9141758087696354,0.6961413903798748,0.30800486709232683,0.8928075563685847,0.6676726677986242,0.00028711035421746366
18,0.2641835685088256,0.9173507041044348,0.7031666331203426,0.31278162217802474,0.8922301076372479,0.6487087331962408,0.00023208660251050156
19,0.2585697327052878,0.9207697812439719,0.7094508668643016,0.31204433220404165,0.8924858450681217,0.6650655599199504,0.00018128800512565513
20,0.25260373331676017,0.9228673986787129,0.7183900497422494,0.32015776843936355,0.8912999903984439,0.6506817796922788,0.00013551568628929433
21,0.2476359479059683,0.9260508095877966,0.7229107808378796,0.314782147275077,0.8926665416072538,0.6686865141471691,9.549150281252634e-05
22,0.24450086440159896,0.9277587160366838,0.7252370091120514,0.31515031390719944,0.8909343075929677,0.6597430301205802,6.184665997806823e-05
