epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_f1,lr
1,0.3968276141402877,0.8207793885209524,0.484501066978589,0.35495071521511784,0.8591729560096703,0.5383526091100229,0.001
2,0.3632482195708239,0.8489442296410943,0.5379198737349867,0.3525905274682575,0.8627511428973179,0.5529773513363476,0.000996057350657239
3,0.3471234195143263,0.8620256733633639,0.5654262276825142,0.34428838822576735,0.8628545263989356,0.5555785673040907,0.0009842915805643156
4,0.3393321659659671,0.8673954072001452,0.5877809204799993,0.3472929436851431,0.866443949420983,0.5789832235041367,0.0009648882429441258
5,0.3297984175314413,0.8756877003226814,0.6044374993740069,0.34155793024433984,0.8647238639944781,0.561464442988037,0.0009381533400219318
6,0.3212147190957983,0.8824318799016467,0.612143434537335,0.31966711128199543,0.8783681893792208,0.6278544315343014,0.0009045084971874737
7,0.31403063273875514,0.8871399609348106,0.6341978175573834,0.3274466870007692,0.8824038429154356,0.6583353395793333,0.0008644843137107057
8,0.31027281706299736,0.8890525290182536,0.6306914033575086,0.3185615399369487,0.8838835594195332,0.6409209051665498,0.0008187119948743448
9,0.3046140614931829,0.8928144006919242,0.6450803586952387,0.3183554595267331,0.8867198741342449,0.6285865641893701,0.0007679133974894982
10,0.3006369652174344,0.8958471705893348,0.6556251510225103,0.3131715381586993,0.8864901515499775,0.6711926306815811,0.0007128896457825362
11,0.2933400457707521,0.900766062681299,0.6698917684271442,0.3165920688046349,0.8859556147797296,0.6268590521193296,0.0006545084971874736
12,0.2872403948036867,0.904548430564399,0.6747033449321831,0.316117468421106,0.8883024195208298,0.6589596930242603,0.0005936906572928624
13,0.2833652714424044,0.9062745796519694,0.6824651224461831,0.3067303423528318,0.8918072423940584,0.669717141336322,0.0005313952597646568
14,0.2804295195875881,0.9074979988869114,0.6890807560518486,0.30829980141586727,0.8923338891630767,0.6803257892460126,0.00046860474023534336
15,0.2758690551341137,0.9109526344137441,0.6923584256282049,0.30140063166618347,0.8957462250022633,0.6639856284874182,0.0004063093427071377
16,0.2709403898253619,0.9134927198856169,0.7019265457162304,0.30863912293204554,0.8928844657151368,0.6710886906770033,0.00034549150281252644
17,0.26452650800347327,0.9175622014853492,0.7080112142206885,0.3053331948540829,0.8940384654942097,0.6734592685346554,0.00028711035421746366
18,0.2615928231694988,0.9191132720236499,0.7110646761565176,0.31340607978679513,0.8894182064078116,0.678582916484216,0.00023208660251050156
19,0.2574509893831249,0.9212120845808016,0.7194843010698369,0.30405926792709914,0.8969286731213805,0.6859805285092161,0.00018128800512565513
20,0.2513764666132281,0.9243164947073101,0.7271245042047253,0.30350806989051676,0.896460246748144,0.6886301594729733,0.00013551568628929433
21,0.24766067782434348,0.926084062238844,0.7316463354235795,0.3038526897077207,0.8971921477432241,0.6808485789303972,9.549150281252634e-05
22,0.24308500419431758,0.9290185976838012,0.7353939669715877,0.30703573127587636,0.89652937583873,0.6847738010609355,6.184665997806823e-05
23,0.24102670684735353,0.9298332293591622,0.7394516981140015,0.30610107133785885,0.8969130611150608,0.6871264735496998,3.511175705587433e-05
24,0.23931010419102472,0.9307773712653796,0.7411877824054014,0.3071921076487612,0.8964345817331754,0.6797650556690175,1.570841943568452e-05
25,0.23890129331255627,0.9309202014660152,0.743051057325012,0.3069739313589202,0.8963312769857508,0.6756309987293916,3.942649342761118e-06
