epoch,train_loss,train_auc,train_f1,val_loss,val_auc,val_f1,lr
1,0.42729518570911107,0.7795180366655232,0.35390416606301367,0.41302743046372026,0.8090955009959094,0.37844808960810095,0.001
2,0.41071202241093197,0.7967520744330907,0.38428501618372624,0.3894795642958747,0.8208885685102562,0.3676200712372209,0.000996057350657239
3,0.4014017856009653,0.808073250745226,0.4161742535731519,0.38537683851189086,0.8267942314629371,0.41221689494673297,0.0009842915805643156
4,0.39707427132073964,0.8105598718135336,0.4408522031376997,0.38325681962348795,0.8252685134114837,0.5080845974209355,0.0009648882429441258
5,0.3876666486263275,0.820744077128469,0.4748674374170753,0.3877727755793819,0.8437813089800322,0.5194628332777708,0.0009381533400219318
6,0.3656136040097085,0.8459779848875778,0.5302742323072633,0.34804728141537417,0.8625960617187387,0.5461467971666278,0.0009045084971874737
7,0.35179846334123166,0.858080912204303,0.5456379635940106,0.348044909702407,0.86202247016077,0.5499933932754203,0.0008644843137107057
8,0.34380048091445015,0.8638772836167778,0.5554947114991681,0.34154004024134743,0.8647888313595115,0.5632006640881014,0.0008187119948743448
9,0.33835813564674877,0.8677097235634978,0.5638487750004383,0.35680040628821763,0.8646315223778954,0.5144324336384474,0.0007679133974894982
10,0.33193746685424697,0.8724047975181056,0.5693872935523233,0.3319384864083043,0.8702382657741887,0.5765144058943864,0.0007128896457825362
11,0.32541674382497215,0.8763540769686562,0.5819983050258174,0.3365226141832493,0.8712868766169717,0.5558257131331388,0.0006545084971874736
12,0.3216650580900295,0.8788595021959569,0.586235155558371,0.338591863711675,0.8694232122734038,0.5831487524838482,0.0005936906572928624
13,0.3164906740467125,0.8825583766176859,0.5942547209724156,0.33159837943536263,0.8746509931970928,0.5730724992903679,0.0005313952597646568
14,0.3116155519942257,0.8856436957439653,0.6006597629949477,0.32645728996506446,0.8755895390248545,0.5895805747473466,0.00046860474023534336
15,0.2993379584470085,0.8943194425873546,0.6160640099331347,0.32851073256245367,0.8794202557809279,0.5863024678941651,0.0004063093427071377
16,0.2927802164003114,0.8986565811012547,0.6227519070411404,0.31794625719388325,0.884383819641186,0.598360029188957,0.00034549150281252644
17,0.2851969802421387,0.9037057032681293,0.6390800896893933,0.31940332452456155,0.8856356902717145,0.6137017777485362,0.00028711035421746366
18,0.27895282869723353,0.9077661309707302,0.6465388907209817,0.3163722681226554,0.8887612791222583,0.6163774450409243,0.00023208660251050156
19,0.2736029230754509,0.9104366385270811,0.6542581458496242,0.3166097062053504,0.886854482752304,0.6157497589224239,0.00018128800512565513
20,0.2686258255460552,0.913416389467795,0.6626765797973334,0.31417387160989974,0.8889337513936673,0.614475131056343,0.00013551568628929433
21,0.2633959260917155,0.9165559402556758,0.6699446428392187,0.31680266978564087,0.8886739031116987,0.6247455390868017,9.549150281252634e-05
22,0.2601576022385994,0.9186212122505225,0.682136326852956,0.3155605173773236,0.8881834310464136,0.6258735915476579,6.184665997806823e-05
23,0.25628570123949895,0.92034665926614,0.68375038213217,0.31622240714452887,0.8889525605258009,0.6333975229875582,3.511175705587433e-05
24,0.25373202903526965,0.9219362944521805,0.6871798103489729,0.3145105700250025,0.8891484974674124,0.630709557506581,1.570841943568452e-05
25,0.25363661590441366,0.9217053933433913,0.687621767277261,0.31837670008341473,0.8884423894883303,0.629907816967323,3.942649342761118e-06
